Data
68,7514,Female,3,0
65,10476,Male,7,0
56,10387,Female,5,1
58,14735,Male,15,1
69,6897,Female,27,1
27,12078,Male,6,0
21,2284,Male,29,0
34,5545,Female,6,1
26,13861,Male,16,1
23,7699,Male,14,0
35,10219,Male,5,1
25,14065,Male,21,1
36,5881,Female,15,0
55,2357,Male,9,0
67,3990,Female,7,0
26,13009,Female,22,1
32,2251,Female,22,0
30,6132,Female,23,1
44,12754,Female,17,0
63,14830,Male,23,1
46,13384,Female,30,1
33,10746,Female,28,0
25,2666,Male,23,1
18,12675,Female,23,0
51,6811,Male,26,1
56,5855,Female,27,0
40,14724,Female,24,0
26,4109,Male,28,1
21,2874,Female,12,0
62,12466,Female,19,1
54,10448,Female,17,1
32,10689,Male,11,0
56,5692,Female,28,1
39,7410,Female,4,1
35,13501,Male,7,1
47,9271,Male,23,1
65,13389,Female,21,0
28,9888,Male,23,1
39,7800,Male,12,1
26,3454,Female,28,1
23,8176,Female,14,0
33,8714,Male,11,1
27,8505,Female,12,1
35,3387,Female,21,0
67,12966,Male,18,1
57,6409,Male,20,1
52,7289,Female,3,1
58,2245,Male,3,0
60,6830,Male,5,0
53,13873,Female,25,0
50,12663,Female,11,1
33,3160,Male,0,0
58,9738,Male,12,0
31,5124,Female,17,0
39,10920,Female,17,0
62,5138,Female,20,1
53,8449,Female,25,0
23,14487,Female,22,0
41,3102,Female,24,0
19,8086,Female,11,0
30,10751,Female,1,1
21,4233,Male,19,0
42,12508,Female,25,0
39,3316,Male,23,0
28,3696,Female,19,1
31,8563,Male,14,1
45,9884,Male,28,1
31,10418,Male,15,1
36,9473,Female,11,0
34,2074,Male,24,1
30,11022,Female,9,1
50,14304,Female,1,0
50,10849,Female,27,1
24,12346,Male,18,1
64,5461,Female,6,1
68,5234,Male,23,1
57,13126,Male,27,1
51,8754,Male,17,1
22,6408,Female,25,0
41,4218,Male,8,0
31,7563,Male,17,1
58,6475,Female,25,0
42,5369,Male,17,0
61,7610,Male,9,1
56,10135,Male,17,1
42,7625,Male,15,0
23,10092,Female,29,0
44,4665,Male,23,1
20,13656,Female,15,0
60,4069,Male,5,0
64,10329,Male,2,0
52,11714,Male,29,0
62,7760,Female,4,0
20,5599,Male,14,0
65,13531,Male,8,0
53,4593,Female,13,0
35,10889,Female,29,0
25,3712,Female,7,0
22,10207,Female,22,0
46,12372,Female,18,0
54,12646,Male,2,1
67,10626,Female,9,1
36,4932,Male,20,1
18,3157,Male,11,1
54,10115,Female,27,1
25,14251,Male,25,0
57,9544,Female,15,1
38,3031,Female,27,0
70,3415,Male,26,1
63,5088,Female,21,0
33,9123,Male,20,1
20,14311,Female,3,0
32,3688,Male,26,0
66,11515,Male,14,0
33,8491,Female,3,1
51,5903,Female,14,0
18,14245,Male,15,1
69,2176,Male,26,0
58,14181,Male,8,1
23,7108,Male,22,1
27,2269,Male,13,1
48,10822,Female,17,1
37,5011,Male,11,1
21,4272,Female,15,0
67,5344,Male,6,0
38,12637,Female,4,0
25,7420,Female,9,1
23,6672,Male,26,0
66,7988,Male,3,0
65,3576,Male,22,0
58,9324,Male,17,0
23,9550,Male,6,1
21,12526,Male,17,0
38,2540,Female,25,0
35,3751,Male,26,1
51,2447,Female,30,1
52,12753,Male,26,1
19,7877,Female,9,1
60,10925,Female,3,1
25,3097,Female,4,1
69,10603,Male,7,1
19,12537,Male,7,1
51,13523,Female,12,1
38,10088,Female,3,1
58,9979,Female,2,0
37,12657,Female,1,1
33,3131,Female,21,0
40,3303,Male,11,0
68,6870,Male,25,1
26,13423,Male,29,0
36,4515,Male,24,1
50,14744,Female,23,1
35,6890,Male,1,1
18,9893,Male,14,0
26,8555,Female,30,0
28,14706,Female,25,1
46,5337,Male,19,1
47,9567,Male,28,0
35,13704,Female,16,1
53,4418,Female,1,1
23,6241,Male,27,1
70,8232,Female,5,0
46,2089,Female,29,1
45,2980,Female,12,1
67,7809,Female,24,0
54,2464,Female,14,0
50,3494,Male,9,1
21,9205,Male,26,0
64,8174,Male,5,0
30,10470,Male,4,0
44,4023,Female,18,0
19,14617,Female,21,0
27,2945,Female,4,0
29,6402,Male,1,1
68,13985,Male,2,0
29,2795,Male,12,1
19,9053,Male,1,0
54,11294,Female,16,0
48,7551,Female,11,1
63,11610,Male,19,1
50,8981,Female,17,1
20,12821,Female,27,1
31,10236,Male,7,0
27,2276,Female,4,0
31,14983,Male,25,0
33,12731,Female,27,0
51,14049,Male,6,1
22,12757,Female,27,1
68,2555,Female,21,0
61,13112,Female,9,0
51,8382,Male,24,0
41,11083,Female,14,0
46,2705,Female,22,0
27,14578,Female,13,1
45,2535,Female,20,0
65,8778,Female,10,1
57,11547,Female,20,1
35,13570,Male,9,0
38,2992,Female,19,1
47,12724,Female,11,0
45,3087,Female,2,1
39,10309,Female,25,1
29,11811,Male,8,0
56,13054,Male,24,0
19,4177,Female,15,0
65,14463,Male,10,0
26,10241,Female,5,1
36,4859,Female,12,1
51,6031,Female,0,0
22,3788,Female,11,1
69,8692,Male,11,0
49,7133,Male,4,1
65,6359,Female,11,0
36,12915,Female,9,1
68,12709,Male,24,0
66,4453,Male,19,1
23,2470,Male,13,0
47,5476,Female,16,1
27,8123,Male,16,1
64,10862,Female,5,1
31,2859,Male,8,0
68,12369,Female,5,1
27,10695,Female,27,0
45,13641,Male,10,0
65,12622,Female,28,1
63,10878,Female,22,1
44,3777,Female,0,1
19,4257,Male,19,0
39,9437,Male,26,1
24,3559,Male,13,0
60,2037,Male,0,0
37,12751,Female,20,0
48,14766,Male,3,0
64,14540,Male,29,0
65,7900,Female,11,0
62,3365,Male,1,1
47,12670,Male,13,1
47,3407,Male,22,0
67,10952,Male,16,0
45,6356,Female,12,1
25,7568,Male,11,0
56,9536,Male,25,0
33,12505,Male,1,1
37,14494,Male,26,0
23,3396,Female,27,0
19,10828,Female,20,1
62,9745,Female,9,1
69,7928,Female,4,1
43,4649,Male,25,0
20,4928,Male,22,1
68,4864,Female,14,0
37,6522,Male,27,0
38,6484,Male,20,0
18,4739,Male,7,0
56,6118,Female,24,0
53,2263,Female,3,1
36,7765,Female,15,1
29,7263,Male,22,1
31,7209,Female,13,1
41,4699,Female,29,1
51,7654,Female,23,0
63,8876,Male,23,1
35,2054,Male,10,1
26,7933,Male,17,0
43,8662,Male,18,1
55,4663,Female,20,0
58,6936,Female,30,0
20,4903,Female,15,1
36,10312,Female,30,0
61,12186,Female,30,1
29,4880,Female,2,0
69,6903,Female,27,1
49,4883,Female,27,0
59,12343,Male,17,1
66,7885,Male,15,0
54,3668,Male,19,0
30,7077,Female,1,1
47,4962,Male,20,1
40,7212,Female,10,1
51,5171,Female,3,0
48,14952,Female,0,1
39,13184,Female,3,0
57,6468,Male,7,1
47,12956,Male,6,1
23,13599,Female,9,1
38,12936,Female,21,0
27,5996,Female,4,1
20,10999,Male,0,0
51,9706,Male,10,1
63,2378,Female,12,0
53,11188,Female,6,1
53,13637,Female,6,0
60,4909,Female,12,1
55,8218,Female,29,0
48,2827,Female,29,1
70,5297,Female,14,1
57,5987,Female,10,0
70,5974,Male,21,0
44,10359,Female,16,1
64,13027,Male,1,1
42,2351,Female,20,1
19,12246,Male,10,0
26,5378,Female,27,1
46,10651,Female,20,1
44,9511,Female,19,0
68,14342,Male,28,0
41,9494,Female,16,1
69,3068,Female,0,0
61,5012,Female,21,1
62,2342,Female,30,0
69,12442,Female,21,0
66,3174,Male,0,0
32,7256,Male,14,0
38,2660,Female,24,0
55,2599,Male,1,1
57,5996,Female,16,0
64,6146,Male,28,1
33,8894,Male,20,1
33,11186,Female,17,0
40,11598,Female,13,0
20,3277,Female,27,1
65,12040,Female,7,0
63,8846,Male,8,0
68,9236,Female,18,1
52,6519,Male,28,0
50,11638,Female,21,1
41,2588,Female,13,1
26,14877,Male,20,0
26,8258,Male,9,0
19,13637,Female,29,1
43,10895,Female,12,0
37,2701,Female,9,1
55,4040,Female,5,1
22,4433,Female,21,1
66,13911,Female,6,1
26,9318,Male,1,1
48,13174,Female,15,1
55,4225,Male,25,1
21,4436,Female,15,1
62,3094,Female,14,0
22,13151,Male,11,1
41,2955,Female,29,1
69,2413,Male,5,1
64,13546,Female,15,0
43,7139,Male,8,0
33,5311,Female,0,0
66,8559,Female,18,1
69,3103,Male,7,0
60,7553,Male,26,1
51,8512,Female,28,0
30,10902,Female,20,0
24,6250,Female,0,0
28,3210,Female,29,1
64,11399,Male,8,0
66,12144,Female,23,0
18,9753,Male,4,0
23,10052,Male,27,0
37,11523,Male,11,1
32,12554,Male,20,0
34,4446,Female,22,1
65,6991,Female,29,1
70,7150,Female,29,1
47,3741,Male,10,1
18,13818,Female,18,0
58,7775,Female,14,0
23,5469,Male,24,0
63,7010,Female,8,1
51,13364,Female,22,0
57,14037,Female,29,1
53,12162,Female,7,1
33,11206,Male,3,1
35,4129,Male,0,1
56,12669,Male,1,1
49,13072,Female,23,1
61,14461,Male,12,0
63,8134,Male,19,0
30,4874,Female,30,1
50,5276,Male,22,0
33,4185,Female,18,1
42,8656,Female,5,0
61,9216,Male,2,0
59,5467,Female,2,0
40,10981,Male,9,1
33,6574,Male,17,1
65,14548,Male,20,0
22,11821,Male,13,1
58,10278,Female,16,1
27,7851,Male,15,1
29,12043,Female,5,1
36,10250,Female,15,0
25,5851,Female,2,1
38,14227,Male,20,1
51,10342,Female,1,1
30,8957,Female,21,0
45,3468,Male,20,0
47,14108,Male,19,0
54,5511,Male,20,0
41,3612,Female,29,0
42,2240,Female,22,0
70,4346,Male,17,1
32,12071,Female,5,1
48,3295,Male,3,0
54,9400,Male,23,1
63,2343,Male,9,1
47,2473,Female,5,0
36,14397,Female,13,0
40,9554,Female,13,0
54,9886,Male,14,0
25,12803,Female,20,1
52,7721,Male,3,0
58,13693,Male,21,1
48,14328,Female,3,0
46,11478,Female,11,0
48,11368,Female,29,1
70,6724,Female,28,0
54,11978,Male,5,0
35,3218,Male,13,1
62,5374,Male,0,1
49,11529,Male,9,0
25,12858,Male,20,0
65,14623,Female,12,1
52,9744,Female,4,0
24,13384,Female,17,0
28,14010,Female,27,0
45,13198,Male,21,0
30,4324,Female,5,1
23,14076,Female,13,0
43,9462,Male,30,0
27,6686,Male,22,1
29,6772,Male,16,0
61,3510,Male,13,1
65,12486,Male,9,1
52,7117,Female,25,0
49,13366,Male,3,1
33,8003,Female,29,0
19,9943,Female,4,1
57,2209,Female,7,1
24,5217,Male,9,0
64,2130,Female,6,0
55,10870,Female,22,0
44,2316,Male,4,0
51,13731,Male,20,1
50,13718,Female,4,0
27,9859,Female,10,1
46,3646,Female,12,0
63,12887,Female,5,0
41,10006,Female,27,1
38,4172,Female,13,1
27,9590,Female,25,1
30,14536,Female,25,0
34,12205,Male,24,0
64,10008,Male,27,1
51,3373,Female,15,1
28,13264,Male,14,0
70,2721,Female,23,1
57,11346,Female,9,1
31,9815,Male,19,1
19,11505,Male,21,0
69,7579,Female,11,1
61,5912,Male,1,0
25,7803,Female,19,1
46,6662,Male,22,1
66,4690,Male,15,0
21,14512,Female,10,0
56,4166,Female,3,0
40,8958,Female,19,0
44,6581,Male,13,0
70,8382,Male,22,0
63,10662,Female,29,0
38,11588,Female,3,0
48,2069,Male,21,0
66,12056,Male,25,0
22,2426,Female,1,0
22,13829,Female,6,0
21,12223,Male,0,0
26,5903,Male,23,0
35,4672,Male,19,1
57,4904,Female,5,1
36,13048,Male,1,1
42,2923,Male,19,1
66,11915,Female,17,1
29,13815,Male,21,1
51,11294,Female,23,1
46,10279,Female,19,1
20,12044,Male,28,1
59,14385,Male,23,1
56,4428,Female,18,0
31,10792,Male,4,1
70,13535,Male,7,1
25,5975,Female,28,1
31,14740,Female,25,0
69,9819,Male,18,1
18,5692,Male,10,1
29,3530,Female,7,0
32,12000,Male,12,1
51,12885,Male,16,1
25,14013,Female,7,0
50,5764,Female,27,0
48,6412,Male,28,1
59,8346,Male,21,0
65,5788,Male,20,0
38,2545,Female,28,1
23,3910,Male,7,1
70,7966,Female,3,1
45,7325,Male,3,1
36,9233,Male,15,1
36,5450,Male,10,0
58,10120,Female,9,0
29,9396,Female,13,1
60,2053,Female,14,0
39,7225,Male,17,1
64,9303,Female,26,1
29,4052,Female,8,0
34,2097,Female,14,0
46,2209,Male,24,1
49,3549,Female,6,0
68,14963,Female,24,1
32,10985,Female,23,0
68,6908,Female,5,1
67,5240,Male,25,0
36,4193,Female,24,0
66,7422,Male,24,1
21,10051,Male,9,1
69,2215,Female,29,0
69,12195,Female,28,0
32,12465,Female,6,1
70,13390,Female,16,1
25,11233,Male,13,1
22,13893,Female,17,1
54,6740,Female,16,0
56,3991,Male,9,1
35,10705,Female,21,0
65,11894,Female,14,1
23,13896,Female,29,1
59,7402,Male,6,1
25,4721,Female,2,0
69,9067,Male,16,0
52,12883,Female,0,1
36,13460,Male,9,1
66,11222,Female,20,0
46,11752,Male,8,1
24,11581,Female,6,0
48,13597,Female,12,1
62,6726,Male,4,1
22,9900,Male,2,0
36,14921,Male,20,0
39,2919,Female,16,0
59,2901,Male,12,0
43,10628,Male,3,0
36,8314,Female,1,1
63,8356,Female,7,0
69,10431,Female,23,1
21,3018,Female,10,0
46,9917,Female,30,0
59,7108,Female,20,1
44,3952,Male,19,0
32,13682,Male,7,1
43,13755,Male,25,1
68,8338,Male,25,1
50,11314,Female,3,0
27,5545,Female,23,1
55,11878,Male,21,1
28,7562,Male,27,0
46,5042,Male,28,0
61,4610,Female,10,1
28,7264,Male,12,1
46,11685,Male,26,0
60,4179,Female,6,1
56,12490,Female,26,1
61,5680,Female,3,0
68,14571,Male,24,0
54,6153,Female,22,0
21,4635,Female,3,0
20,10878,Male,6,0
27,9194,Male,13,0
54,11105,Male,23,1
63,9323,Male,19,0
63,2520,Male,26,0
30,10691,Female,7,1
53,14732,Female,21,0
23,5227,Male,26,1
42,5651,Female,6,0
32,13492,Female,21,1
65,2423,Male,10,1
38,9031,Male,17,0
65,13208,Female,27,1
22,11018,Male,18,0
62,8675,Male,3,0
36,4614,Male,24,0
62,12633,Female,10,0
58,2919,Female,0,1
23,7075,Female,5,1
20,2510,Male,11,0
44,13854,Male,13,0
51,6032,Female,23,1
29,6878,Male,19,0
52,7459,Male,30,0
34,12117,Male,13,0
37,7511,Female,30,1
30,7508,Male,21,0
35,8887,Female,27,0
18,8332,Female,4,0
64,4783,Male,15,0
43,5721,Female,20,1
49,13161,Male,4,0
65,13896,Female,6,0
26,13114,Male,10,0
20,8305,Female,28,0
46,6346,Female,12,0
56,12413,Female,6,1
62,7799,Female,16,0
23,8926,Male,3,1
64,11534,Female,26,1
46,5696,Female,3,1
59,6420,Male,26,0
28,9140,Male,27,0
59,8481,Female,3,1
57,9434,Female,22,0
32,7223,Female,6,1
28,14618,Male,22,0
35,5329,Female,10,1
57,5818,Female,12,1
20,12239,Male,27,1
40,6073,Male,17,0
58,9175,Male,14,0
70,14698,Female,18,0
25,14895,Male,1,0
35,5359,Male,28,0
59,3275,Male,30,1
22,10813,Female,13,1
43,12132,Female,12,0
45,11839,Male,25,1
27,7497,Female,4,0
51,4553,Female,25,1
30,6093,Male,30,0
37,9939,Male,3,1
29,3264,Female,18,1
24,12639,Female,21,0
39,7156,Male,30,1
68,12577,Female,9,0
36,11490,Male,8,1
50,7749,Female,29,0
43,9072,Male,16,0
35,10973,Male,3,1
18,6739,Female,15,0
66,5156,Male,9,0
30,12848,Male,29,0
23,6498,Male,3,0
44,8864,Female,8,1
39,13809,Female,26,0
42,7487,Male,3,0
18,9532,Male,29,1
40,10702,Male,8,0
35,13175,Female,22,0
45,3294,Female,5,0
23,9168,Male,6,0
42,9817,Female,4,1
18,7445,Female,14,1
34,11773,Female,5,1
61,2698,Female,26,0
33,13121,Female,7,0
53,14273,Male,0,0
50,8572,Female,0,1
48,13659,Male,8,1
53,7008,Female,8,0
18,7531,Female,12,0
19,13033,Female,25,0
66,8605,Female,0,1
27,14672,Male,28,0
57,11547,Female,20,0
21,5124,Female,9,1
20,14599,Male,26,1
47,6108,Male,28,1
36,13522,Male,22,0
57,2031,Female,13,1
42,3660,Male,4,1
69,5827,Female,23,1
48,8538,Female,25,1
57,12627,Male,24,1
30,8669,Female,26,1
42,9574,Male,29,0
49,5555,Female,9,0
54,7848,Male,16,0
38,14288,Female,12,1
50,11415,Male,1,0
27,5579,Female,0,0
59,13902,Female,22,1
41,9507,Male,20,1
20,6644,Male,1,1
44,11173,Female,28,0
34,10362,Male,4,1
60,12960,Female,17,0
21,13734,Female,6,0
51,12712,Male,11,1
40,9655,Female,4,0
32,4339,Female,22,1
24,13296,Female,17,0
22,7343,Female,2,1
62,3022,Female,8,0
63,11886,Male,29,0
33,12714,Female,11,1
49,12123,Female,17,1
60,14616,Female,5,1
23,3625,Male,14,1
48,4672,Male,7,1
30,14612,Female,0,1
38,3928,Female,12,0
31,9113,Male,27,0
64,11918,Male,28,1
29,9622,Male,27,0
20,9753,Male,5,1
46,5806,Female,4,0
61,8208,Male,29,1
33,8486,Female,15,1
62,2597,Female,26,0
62,9786,Female,1,0
38,7317,Male,25,1
49,3953,Female,26,1
53,10377,Female,23,0
34,7197,Female,21,1
30,6711,Female,6,1
65,8845,Female,26,0
69,14016,Female,9,0
40,2049,Male,27,0
55,11314,Male,12,1
24,7976,Male,13,0
44,11325,Female,17,1
18,4885,Male,16,0
54,13596,Female,15,0
59,8846,Male,23,0
29,9168,Male,25,0
37,10893,Female,26,1
45,13002,Male,2,1
55,3093,Male,13,0
48,12215,Female,16,1
32,13846,Male,8,0
43,14947,Female,26,0
40,14589,Female,25,0
67,9575,Female,2,0
51,8929,Female,0,0
37,4086,Female,7,0
68,8834,Female,12,1
48,4557,Female,25,1
66,10317,Male,19,0
54,5586,Male,13,0
37,7049,Female,4,0
70,3706,Male,7,0
46,14275,Female,19,0
27,12836,Female,15,0
30,3953,Female,7,1
44,14971,Male,12,0
28,14194,Male,5,1
63,9536,Male,18,1
28,13226,Male,11,0
25,9434,Female,17,0
33,5927,Female,6,0
51,10983,Male,17,1
63,5279,Female,29,1
68,2310,Male,25,0
28,6971,Male,21,1
68,10352,Female,14,1
31,13823,Male,20,1
34,8418,Male,6,0
69,10304,Female,28,1
63,8487,Male,4,0
44,8084,Male,4,0
64,12177,Male,29,0
23,9644,Male,30,0
42,3469,Female,19,1
62,3657,Male,13,0
62,7699,Male,18,1
67,5986,Male,11,0
50,8965,Male,3,0
25,13718,Female,20,1
18,14512,Male,16,0
49,8159,Female,22,0
39,4236,Male,25,0
23,3932,Female,10,0
30,14548,Female,30,0
62,6389,Female,17,1
29,13279,Male,22,0
22,4804,Male,20,0
25,5949,Male,17,1
40,14597,Female,2,1
66,2083,Male,1,1
56,8391,Female,2,0
57,5883,Female,12,0
34,5766,Female,9,1
44,9568,Female,5,1
25,8300,Female,29,1
63,9759,Male,13,1
26,10702,Female,8,1
42,2895,Male,1,1
51,3374,Male,5,1
21,8082,Female,27,1
38,4891,Female,6,0
35,3707,Male,26,0
36,2813,Female,18,1
